序号,province,year,文件名,topic,topic_name,topic_main_dimension,topic_secondary_code,topic_secondary_name,topic_match_strength
1273,北京 37,2017,北京市财政局关于印发《北京市政府和社会资本...(FBM-CLI.12.1400727).txt,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.375
1274,北京 37,2017,北京市财政局关于转发财政部规范政府和社会资...(FBM-CLI.12.7204173).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.0
1275,北京 37,2017,北京市财政局转发财政部人民银行证监会关于规...(FBM-CLI.12.7203671).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.125
1276,北京 37,2017,北京市财政局转发财政部等部委关于组织开展第...(FBM-CLI.12.1294900).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.75
1277,北京 37,2018,北京市东城区人民政府办公室关于印发东城区2...(FBM-CLI.14.1471583).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.75
1278,北京 37,2018,北京市人民政府办公厅关于印发《北京市2018年政...(FBM-CLI.14.1454575).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.75
1279,北京 37,2018,北京市大兴区人民政府办公室关于印发大兴区2...(FBM-CLI.14.1478992).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
1280,北京 37,2018,北京市密云区人民政府办公室关于印发《北京市...(FBM-CLI.14.1480804).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.75
1281,北京 37,2018,北京市延庆区人民政府办公室关于印发《延庆区...(FBM-CLI.14.1473878).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.75
1282,北京 37,2018,北京市房山区人民政府办公室关于印发房山区2...(FBM-CLI.14.1497528).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.75
1283,北京 37,2018,北京市海淀区人民政府办公室关于印发本区2018年...(FBM-CLI.14.1471630).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.5
1284,北京 37,2018,北京市西城区人民政府办公室关于印发北京市西...(FBM-CLI.12.1511629).txt,8,8_运用_推广 运用_运用 政府_领导小组,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.0
1285,北京 37,2018,北京市财政局关于印发《北京市财政局2018年政务...(FBM-CLI.14.1466057).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.75
1286,北京 37,2018,北京市财政局关于进一步加快推动全国政府和社...(FBM-CLI.14.1440268).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
1287,北京 37,2018,北京市通州区人民政府办公室关于印发通州区2...(FBM-CLI.14.1474729).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.5
1288,北京 37,2019,北京市财政局转发财政部关于推进政府和社会资...(FBM-CLI.12.1507242).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.25
1289,北京 37,2020,北京市财政局转发财政部关于加快加强政府和社...(FBM-CLI.14.7204041).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.125
1290,北京 37,2020,北京市财政局转发财政部关于印发政府和社会资...(FBM-CLI.14.1597614).txt,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.75
1291,北京 37,2022,北京市财政局关于加强政府和社会资本合作(PPP)项...(FBM-CLI.14.7202908).txt,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.125
1292,北京 37,2022,北京市财政局关于转发财政部《政府和社会资本...(FBM-CLI.14.4892678).txt,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.5
1293,北京 37,2023,北京市律师协会关于报名参加政府与社会资本合...(FBM-CLI.14.7147626).txt,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.25
1294,北京 37,2024,北京市财政局关于废止政府和社会资本合作(PPP)有...(FBM-CLI.12.7636927).txt,4,4_废止_财政厅 财政部_财金_文件目录,数字治理接口与数据协同,A3,信息公开与透明协同,0.75
1295,内蒙古,2015,乌海市人民政府办公厅关于成立政府与社会资本...(FBM-CLI.14.1093374).txt,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.625
1296,内蒙古,2015,内蒙古自治区人民政府关于公共服务领域推广政...(FBM-CLI.12.1091801).txt,7,7_有利于_公共服务 供给_民营 资本_转变,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,1.0
1297,内蒙古,2015,内蒙古自治区财政厅、交通运输厅转发财政部、...(FBM-CLI.12.1167982).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.75
1298,内蒙古,2015,内蒙古自治区财政厅、住房城乡建设厅关于组织...(FBM-CLI.14.5408104).txt,5,5_住房_管廊_污水处理_城乡,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
1299,内蒙古,2015,内蒙古自治区财政厅、内蒙古自治区住房城乡建...(FBM-CLI.14.2025949).txt,5,5_住房_管廊_污水处理_城乡,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
1300,内蒙古,2015,内蒙古自治区财政厅关于举办政府和社会资本合...(FBM-CLI.14.5408141).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
1301,内蒙古,2015,内蒙古自治区财政厅关于加快推动政府和社会资...(FBM-CLI.12.5408094).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.5
1302,内蒙古,2015,内蒙古自治区财政厅关于报送退出政府和社会资...(FBM-CLI.14.2024354).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.25
1303,内蒙古,2015,内蒙古自治区财政厅关于推介自治区第二批政府...(FBM-CLI.14.1152378).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.25
1304,内蒙古,2015,内蒙古自治区财政厅关于组织申报政府和社会资...(FBM-CLI.12.1168273).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.875
1305,内蒙古,2015,内蒙古自治区财政厅关于组织申报政府和社会资...(FBM-CLI.14.2086492).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.875
1306,内蒙古,2015,内蒙古自治区财政厅关于组织申报第二批政府和...(FBM-CLI.14.2025939).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.25
1307,内蒙古,2015,内蒙古自治区财政厅内蒙古自治区环境保护厅关...(FBM-CLI.14.2027192).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.25
1308,内蒙古,2015,内蒙古自治区财政厅转发《财政部关于实施政府...(FBM-CLI.12.1159289).txt,6,6_奖励_普惠_奖代补_普惠 金融,数字治理接口与数据协同,A3,信息公开与透明协同,0.625
1309,内蒙古,2015,包头市人民政府办公厅关于印发包头市公共服务...(FBM-CLI.12.1146345).txt,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.5
1310,内蒙古,2015,通辽市人民政府关于转发《内蒙古自治区人民政...(FBM-CLI.12.2536468).txt,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.25
1311,内蒙古,2015,通辽市人民政府办公厅关于成立通辽市公共服务...(FBM-CLI.14.1123921).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,1.0
1312,内蒙古,2015,鄂尔多斯市财政局、鄂尔多斯市交通运输局关于...(FBM-CLI.12.2516015).txt,8,8_运用_推广 运用_运用 政府_领导小组,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
1313,内蒙古,2016,内蒙古自治区卫生和计划生育委员会转发自治区...(FBM-CLI.14.2045055).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
1314,内蒙古,2016,内蒙古自治区文化厅关于配合做好第三批政府和...(FBM-CLI.14.4023118).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
1315,内蒙古,2016,内蒙古自治区财政厅、内蒙古自治区教育厅、内...(FBM-CLI.14.2080624).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.75
1316,内蒙古,2016,包头市商务局项目办关于上报第三批政府和社会...(FBM-CLI.14.5807196).txt,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.25
1317,内蒙古,2016,巴彦淖尔市人民政府关于印发《巴彦淖尔市关于...(FBM-CLI.12.2466287).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.75
1318,内蒙古,2016,赤峰市人民政府关于公共服务领域推广运用政府...(FBM-CLI.12.1211501).txt,7,7_有利于_公共服务 供给_民营 资本_转变,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.375
1319,内蒙古,2016,通辽市人民政府办公厅关于进一步优化政府和社...(FBM-CLI.12.2536321).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.125
1320,内蒙古,2016,鄂尔多斯市人民政府关于推广运用政府和社会资...(FBM-CLI.12.1172740).txt,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,1.0
1321,内蒙古,2016,鄂尔多斯市人民政府办公厅关于成立推进政府和...(FBM-CLI.14.1170417).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875
1322,内蒙古,2017,包头市人民政府办公厅关于简化优化政府与社会...(FBM-CLI.12.1406958).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.25
1323,内蒙古,2017,呼伦贝尔市人民政府关于进一步加快推进政府和...(FBM-CLI.14.1282114).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.5
1324,内蒙古,2017,鄂尔多斯市人民政府办公厅关于印发运用政府和...(FBM-CLI.14.1438586).txt,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.375
1325,内蒙古,2017,阿拉善盟行政公署办公室关于成立政府和社会资...(FBM-CLI.14.1439515).txt,3,3_局长_主任_领导小组_局局长,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.75
1326,内蒙古,2018,呼伦贝尔市人民政府关于对《呼伦贝尔市中心城...(FBM-CLI.14.2538991).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.125
1327,内蒙古,2019,呼伦贝尔市人民政府关于对《呼伦贝尔市民族少...(FBM-CLI.14.2528708).txt,18,18_批复_工程_高速公路_公里,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.125
1328,内蒙古,2020,内蒙古自治区政府和社会资本合作(PPP)项目以奖代...(FBM-CLI.12.5408224).txt,6,6_奖励_普惠_奖代补_普惠 金融,数字治理接口与数据协同,A3,信息公开与透明协同,0.625
1329,内蒙古,2020,内蒙古自治区财政厅转发财政部政府和社会资本...(FBM-CLI.14.5408285).txt,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.375
1330,内蒙古,2024,内蒙古自治区交通运输厅关于发布符合采用政府...(FBM-CLI.14.7388419).txt,5,5_住房_管廊_污水处理_城乡,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.125
1331,内蒙古,2024,内蒙古自治区人民政府办公厅关于规范推进全区...(FBM-CLI.12.7647517).txt,1,1_证券化_资产 证券化_国家 发展_证券,采购交易、合同安排与执行绩效,C1,社会资本采购与竞争配置,0.125
1332,云南 32,2014,云南省人民政府关于印发云南省深化政府性债务...(FBM-CLI.14.1027561).txt,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375
1333,云南 32,2015,云南省人民政府办公厅转发省财政厅省发展改革...(FBM-CLI.14.1138255).txt,8,8_运用_推广 运用_运用 政府_领导小组,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.625
